source	balise	occurrence	texte
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Jaspe rouge. Crispine
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Jaspe rouge. Esculape
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Jaspe rouge. Mercure
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Jaspe rouge. Mécène (prétendu Thémistocle)
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Jaspe sanguin. Minerve
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Jaspe sanguine. Vespasien
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Jaspe vert. Bacchus (prétendu Platon)
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Jaspe vert. Faustine la mère
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Jaspe. Auguste et Livie
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Lapis. Faustine la mère
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Lapis. Prétendu Juba le père
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	PIERRES GRAVÉESDES COLLECTIONS MARLBOROUGH ET D'ORLÉANS
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Pierres gravées des collections Marlborough et d'Orléans
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Prime d'émeraude. Albin
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Prime d'émeraude. Méduse et signes du Zodiaque
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Prime d'émeraude. Prétendue Julia Domna
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Saphir. Pertinax
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	Topaze. Vespasien
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	portrait de Thémistocle
MTAL_00220_propre_p104_110_AV	Appellation Structuree	1	prétendu Othon
MTAL_00220_propre_p104_110_AV	Appellation Complexe	1	Agate onyx. Prétendu Maximin; Marius, empereur dans les Gaules
MTAL_00220_propre_p104_110_AV	Appellation Complexe	1	Cornaline (prase suivant M. Chabouillet). Hygie ou Salus (?)
MTAL_00220_propre_p104_110_AV	Appellation Complexe	1	Cornaline en forme de scarabée. Hercule
MTAL_00220_propre_p104_110_AV	Appellation Complexe	1	Cornaline. Domitien (Raspe, n° . Analogue à Chabouillet, n° (prétendu Othon
MTAL_00220_propre_p104_110_AV	Appellation Complexe	1	Cornaline. Prétendu Ptolémée Evergète II (Antiochus
MTAL_00220_propre_p104_110_AV	Appellation Complexe	1	Cristal. Prétendu Julien l'Apostat; Valentinien Ier
MTAL_00220_propre_p104_110_AV	Appellation Complexe	1	Jaspe fleuri. Marc-Antoine, Lépide et Octave
MTAL_00220_propre_p104_110_AV	Appellation Complexe	1	dit que cette tête est celle d'Eschyle
MTAL_00220_propre_p104_110_AV	Theme	1	Aigle tenant une couronne
MTAL_00220_propre_p104_110_AV	Theme	1	Auguste et Livie
MTAL_00220_propre_p104_110_AV	Theme	1	Auguste jeune
MTAL_00220_propre_p104_110_AV	Theme	1	Bacchus indien
MTAL_00220_propre_p104_110_AV	Theme	1	Cerf assailli par un lion
MTAL_00220_propre_p104_110_AV	Theme	1	Commode en Hercule
MTAL_00220_propre_p104_110_AV	Theme	2	Faustine jeune
MTAL_00220_propre_p104_110_AV	Theme	1	Génie tenant une couronne
MTAL_00220_propre_p104_110_AV	Theme	1	Hercule jeune
MTAL_00220_propre_p104_110_AV	Theme	1	Lépide et Octave
MTAL_00220_propre_p104_110_AV	Theme	1	Méduse et signes du Zodiaque
MTAL_00220_propre_p104_110_AV	Theme	1	Ouvrier forgeant un casque
MTAL_00220_propre_p104_110_AV	Theme	1	Prétendue Livie en Cérès
MTAL_00220_propre_p104_110_AV	Theme	1	Prétendue Livie en Vestale
MTAL_00220_propre_p104_110_AV	Theme	1	Terme de Bacchus Pogon
MTAL_00220_propre_p104_110_AV	Theme	1	Vénus au collier
MTAL_00220_propre_p104_110_AV	Theme Long	1	Marc-Antoine, Lépide et Octave
MTAL_00220_propre_p111_121_AV	Appellation Courte	1	L'Hercule
MTAL_00220_propre_p111_121_AV	Appellation Courte	1	L'Omphale
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	-XAiguë marine. Bacchus
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Agate blanche orientale. Camée. Auguste en grand pontife
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Agate de deux couleurs. Camée. Drusus
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Agate de deux couleurs. Camée. Galba
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Agate de deux couleurs. Camée. Prétendu Marcellus
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Agate de deux couleurs. Fragment de camée. Galba
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Agate noire. Antinous
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Agate onyx. Camée. Agrippa avec couronne rostrale
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Agate onyx. Prétendu Pyrrhus
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Agate à deux couches. Camée. Minerve
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Aiguë marine. Julia Domna
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Améthyste. Camée. Tête de Laocoon
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Améthyste. Nerva
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Améthyste. Omphale
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée (fragment). Scène de triomphe
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée, Amours dressant un trophée
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Agrippa avec couronne rostrale
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Alexandre le Grand
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Amazone soutenant sa compagne blessée
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Anlonia ou Agrippine
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Ariane ou Bacchante
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Bacchante allaitant une panthère
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Caracalla
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Faustine jeune ou Ariane
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Hadrien
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Hercule et le lion de Némée
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Jupiter et Junon
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. L'aurore conduisant un bige
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Lion et taureau
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Lucille
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Méduse
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Phocion
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Prétendu Caracalla
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Prétendu Mécène
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Prétendue Livie en Cérès
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Satyre enseignant à un enfanta jouer de la syrinx 
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Trajan le Père (?)
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Victoire couronnant xtn triomphateur (?)
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée. Vénus
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée.Drusus fils de Germanicus (?).
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée.Drusus fils de Tibère ou Tibère
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Camée.Isis ou Cléopâtre.
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline, Guerrier
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline, Satyrisque
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Antinous
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. C. Antistius Restio (?)
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Diane ou Vénus
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Epaminondas blessé
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Guerrier ou Mars
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. M. Junius Brulus
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Mars
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Mercure
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Mercure ou Auguste en Mercure
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Muse (autrefois dénommée Sémiramis)
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Prétendu Annibal
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Prétendu Sylla
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. PrétenduMélrodore ou L. Junius Brutus
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Sabine
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. Sappho
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Cornaline. « Apollon qui sauve Enèe
MTAL_00220_propre_p111_121_AV	Appellation Structuree	2	Cornaline.Agrippine la jeune en Cérès
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Fragment de camée. Bacchanale
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Grenat syrien. Le chien Sirius
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Grenat. Socrate et Platon
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	HCornaline. Sabine ou Marciane
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Hyacinthe. Auguste jeune (?)
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Hyacinthe. Camée. Pierva ou Jules César
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Obsidienne. Cavalier (empereur?) foulant aux pieds un ennemi
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Onyx. Camée. Ganymède donnant à boire à l'aigle
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Onyx. Camée. Prétendu Scipion l'Africain
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Onyx. Jules César
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Onyx.jPràce romain sous les traits de Mercure (?)
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	PIERRES GRAVÉESDES COLLECTIONS MARLBOROUGH ET D'ORLÉANS
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Pierres gravées des collections Marlborough et d'Orléans
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Prime d'émeraude. « Soldat qui secourt son camarade »
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Sardonyx à deux couches. Camée. Agrippine l'aînée
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Sardonyx à deux couches. Camée. Auguste divinisé
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Sardonyx. Camée. Auguste jeune
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Sardonyx. Camée. Prétendue Livie en Cérès
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Sardonyx. Ganymède enlevépar l'aigle
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Topaze, Prétendu Elagabal
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	Turquoise verte. Camée. Livie et Tibère jeune
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	camée Marlborough
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	hermès de Platon
MTAL_00220_propre_p111_121_AV	Appellation Structuree	1	pierres gravées du duc de Marlborough
MTAL_00220_propre_p111_121_AV	Appellation Enrichie	1	Elagabal (dit autrefois Ptolémée Aulète)
MTAL_00220_propre_p111_121_AV	Appellation Enrichie	1	Vénus (autrefois dite Phryné
MTAL_00220_propre_p111_121_AV	Appellation Enrichie	1	autrefois dit Sylla ou Gordien jeune
MTAL_00220_propre_p111_121_AV	Appellation Enrichie	1	célèbre Sirius
MTAL_00220_propre_p111_121_AV	Appellation Enrichie	1	dénommée Sémiramis
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Agate blanche sur fond brun. Camée. Trajan le Père (?), autrefois dit Sylla ou Gordien jeune
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Agate de deux couleurs. Camée. Satyre enseignant à un enfanta jouer de la syrinx
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Agate à deux couches, cendrée et blanche. Fragment de camée. Bacchanale
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Agate à deux couches, châtain et blanche. Camée.Drusus fils de Germanicus (?)
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Agate à deux couches, l'une couleur cendre, l'autre blanche. Camée. Jupiter et Junon
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Agate à fond transparent, avec couche supérieure blanche. Camée. Méduse
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Agate à trois couches, fond noir, milieu blanc, dessus jaune. Prétendu L. Junius Brutus
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Agate, fond tirant sur le pourpre, couche supérieure blanchâtre. Camée. Hadrien
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Cornaline (fragment d'une pierre plus grande). Néréide et Triton (Brunn), Palémon et Ino (King), Bacchus et Ariane
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Cornaline, Guerrier (Alexandre et Bucéphale
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Cornaline. Epaminondas blessé (Bryant); les trois Horaces
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Cornaline. « Plusieurs pensent que le sujet de cette pierre est la fable d'Apollon et de Coronis
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Hyacinthe dite giacinto guarnacino. Satyre exprimant le jus d'une grappe
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Julien l'Apostat en Ammon et Hélène en Cérès
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx de deux couleurs, blanc d'ivoire et brun.Camée. Ariane ou Bacchante
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx à couche supérieure blanche et à fond brun.Camée. Prétendu Mécène
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx à deux couches, blanche et brune. Camée.Isis ou Cléopâtre
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx à deux couches, brune et blanche. Camée.Drusus fils de Tibère ou Tibère
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx à deux couches. Camée. Amazone soutenant sa compagne blessée
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx à fond noir, à couche supérieure blanche mêlée d'autres couleurs. Camée. Hercule et le lion de Némée
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx à trois couches, brune, blanche et jaunâtre.Camée. Anlonia ou Agrippine
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx à trois couches, noire, blanche et brune.Camée. Vénus
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx à trois couches. Camée (fragment). Scène de triomphe
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx à trois couches. Camée. Alexandre le Grand
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx. Camée. Auguste jeune (Germanicus
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	Sardonyx; couche inférieure jaunâtre, couche moyenne blanche, couche supérieure brune. Temple de Mercure
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	camées que l'on connaisse. Didius Julianus et Manlia Scantilla
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	elle représenterait Hercule d'un côté et Iole (ou Omphale) de
MTAL_00220_propre_p111_121_AV	Appellation Complexe	1	têtes étaient celles de Commode et de Crispine
MTAL_00220_propre_p111_121_AV	Theme	1	Agrippa avec couronne rostrale
MTAL_00220_propre_p111_121_AV	Theme	1	Agrippine la jeune en Cérès
MTAL_00220_propre_p111_121_AV	Theme	1	Alexandre et Bucéphale
MTAL_00220_propre_p111_121_AV	Theme	1	Amazone soutenant sa compagne blessée
MTAL_00220_propre_p111_121_AV	Theme	1	Amours dressant un trophée
MTAL_00220_propre_p111_121_AV	Theme	1	Apollon qui sauve Enèe
MTAL_00220_propre_p111_121_AV	Theme	1	Athlète versant de l'huile
MTAL_00220_propre_p111_121_AV	Theme	1	Auguste en Mercure
MTAL_00220_propre_p111_121_AV	Theme	1	Auguste en grand pontife
MTAL_00220_propre_p111_121_AV	Theme	1	Auguste jeune
MTAL_00220_propre_p111_121_AV	Theme	1	Auguste jeune (?)
MTAL_00220_propre_p111_121_AV	Theme	1	Bacchanale
MTAL_00220_propre_p111_121_AV	Theme	1	Bacchante allaitant une panthère
MTAL_00220_propre_p111_121_AV	Theme	1	Bacchus et Ariane
MTAL_00220_propre_p111_121_AV	Theme	1	Didius Julianus et Manlia Scantilla
MTAL_00220_propre_p111_121_AV	Theme	1	Epaminondas blessé
MTAL_00220_propre_p111_121_AV	Theme	1	Ganymède donnant à boire à l'aigle
MTAL_00220_propre_p111_121_AV	Theme	1	Ganymède enlevépar l'aigle
MTAL_00220_propre_p111_121_AV	Theme	1	Gordien jeune
MTAL_00220_propre_p111_121_AV	Theme	1	Hercule et le lion de Némée
MTAL_00220_propre_p111_121_AV	Theme	1	Hélène en Cérès
MTAL_00220_propre_p111_121_AV	Theme	1	Julien l'Apostat en Ammon
MTAL_00220_propre_p111_121_AV	Theme	1	Jupiter et Junon
MTAL_00220_propre_p111_121_AV	Theme	1	Livie en Cérès
MTAL_00220_propre_p111_121_AV	Theme	1	Livie et Tibère jeune
MTAL_00220_propre_p111_121_AV	Theme	1	Néréide et Triton
MTAL_00220_propre_p111_121_AV	Theme	1	Palémon et Ino
MTAL_00220_propre_p111_121_AV	Theme	1	Satyre enseignant à un enfanta jouer de la syrinx
MTAL_00220_propre_p111_121_AV	Theme	1	Satyre exprimant le jus d'une grappe
MTAL_00220_propre_p111_121_AV	Theme	1	Scène de triomphe
MTAL_00220_propre_p111_121_AV	Theme	1	Socrate et Platon
MTAL_00220_propre_p111_121_AV	Theme	1	Temple de Mercure
MTAL_00220_propre_p111_121_AV	Theme	1	Victoire couronnant xtn triomphateur (?)
MTAL_00220_propre_p111_121_AV	Theme	1	apothéose de Marcienne
MTAL_00220_propre_p111_121_AV	Theme	1	apothéose de l'impératrice Domitia
MTAL_00220_propre_p111_121_AV	Theme	1	aurore conduisant un bige
MTAL_00220_propre_p111_121_AV	Theme	1	fable d'Apollon et de Coronis
MTAL_00220_propre_p111_121_AV	Theme	1	portrait de M. Junius Brutus
MTAL_00220_propre_p111_121_AV	Theme	1	portraits de Marc-Aurèle et de Faustine
MTAL_00220_propre_p111_121_AV	Theme	1	trois Horaces
MTAL_00220_propre_p111_121_AV	Theme Long	1	Apollon qui sauve Enèe atteint d'une pierre par Diomède
MTAL_00220_propre_p111_121_AV	Theme Long	1	Bacchante allaitant une panthère, avec un Satyre qui agace la panthère
MTAL_00220_propre_p111_121_AV	Theme Long	1	Cavalier (empereur?) foulant aux pieds un ennemi
MTAL_00220_propre_p111_121_AV	Theme Long	1	Soldat qui secourt son camarade
MTAL_00220_propre_p123_130_AV	Appellation Courte	1	. Serapis.
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	 Cornaline. Plulon (?). Cabinet Drugère-Dupointé
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Agate barrée. Mars et Vénus. Collection impériale russe
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Agate onyx . Jupiter Serapis
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Agate onyx bleue. Vénus armée. Collection de Hoorn
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Agate onyx. Amour chasseur ou Génie de là chasse . Collection de Hoorn
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Agate onyx. Bacchante avec masque et pedum
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Agate onyx. Mars combattant le géant Iimas. Collection de Hoorn
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Agate onyx. Mercure présentant Bacchus enfant à Jupiter. Collection de M. de Hoorn
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Améthyste. Buste de fleuve (Bacchus Hébon). Cabinet du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Apollon Sauroctone
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Apollon de Canachos
MTAL_00220_propre_p123_130_AV	Appellation Structuree	2	Apollon de Piombino
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Camée, Naissance de Minerve
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Camée. Amour à cheval
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Camée. Buste de Minerve
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline, Jupiter
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Apollon Sauroctone
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Apollon et une biche. Cabinet du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Bacchante jouant de la lyre devant un Satyre qui l'écoute. Cabinet du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Divinité tauromorphe
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Furie. Cabinet Drugère Dupointé
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Géant combattant un griffon
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Mars et Vénus. Inlaille étrusque
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Mercure (psychopompe
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Minerve assise sur un bélier
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Minerve. Ancien cabinet Carelli à Naples
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Muse ou Bacchante tenant un masque
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Proserpine tenant une grenade. Cabinet de Hoorn
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Psyché debout. Collection du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Saturne
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Satyre tirant une épée du pied de son compagnon. Cabinet Stosch
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Taras (?). Cabinet du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Vainqueur à la course des chevaux
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. Vulcain et Minerve. Collection Townley
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Cornaline. « Un initié tenant un serpent »
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Diane avec la torche (Proserpine
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Fragment de cornaline. Mars. Cabinet du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	HCornaline. Mars et Vénus. Intaille étrusque
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Minerve Ergané. Collection Townley
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Minerve archaïque
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Némésis tenant une branche de pommier sauvage ou de frêne. Cabinet Golette-Grandmaison
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Pierres gravées des collections Marlborough et d'Orléans
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Psyché assise. Collection du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Pâte antique. Apollon devin. Collection du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Sardonyx. Bacchante dansant. Cabinet du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Sardonyx. Diane chasseresse.Cabinet du tsar (?)
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Sardonyx. Fragment de camée. Minerve écrivant sur un bouclier. Cabinet du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Sardonyx. Génie bacchique
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Sardonyx. Mars Nicéphore. Cabinet du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Tête d'Océan ouè Triton. Cabinet du tsar
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	Vulcain. Cabinet du comte Pahlen
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	anneau de la Sainte Vierge
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	buste d'Alexandre le Grand
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	pâte du duc de Devonshire
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	sardoine barrée. Minerve combattant un géant. Cabinet de M. Dufresne
MTAL_00220_propre_p123_130_AV	Appellation Structuree	1	sardonyx de la collection Hertz
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	Agate de plusieurs couleurs. Minerve archaïque
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	Amour agenouillé. « La pierre est une intaille
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	Cornaline anciennement brisée et réparée, avec traces d'un fort polissage moderne. Satyre dansant
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	Cornaline. Divinité tauromorphe (peut-être A/phée
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	Cornaline. Géant combattant un griffon. « Cette belle intaille appartenait à feu M. le comte de la Turbie
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	Cornaline. Minerve assise sur un bélier. Suivant Millin, Minerve Ergané. Collection Townley
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	HCornaline. Mars et Vénus. Intaille étrusque avec cercle de grénelis. Collection de Hoorn
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	Satyre portant une outre. « J'ignore à qui appartient cette jolie intaille
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	Serapis. Autour delà tête, inscription : Déparn; mxvTa vtxa. Cabinet du général Hitrof
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	apparenté à celui de l'Apollon de Canachos
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	camée (celui d'Alphée et Aréthon
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	cornaline trouvée dans les environs de Forli ». Minerve casquée
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	célèbre camée moderne représentant le Jugement de Paris
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	donna à Napoléon Ior le buste d'Alexandre le Grand qui est au Louvre
MTAL_00220_propre_p123_130_AV	Appellation Complexe	1	intaille, peut-être est-ce celle du cabinet Stosch que Tassie (n° a désignée par les mots Faune portant une outre de vin
